run_accession	sample_accession	secondary_sample_accession	experiment_accession	study_accession	tax_id	scientific_name	instrument_platform	instrument_model	library_name	library_layout	library_strategy	library_source	library_selection	read_count	base_count	first_public	last_updated	experiment_title	study_title	study_alias	experiment_alias	fastq_md5	fastq_ftp	fastq_galaxy	submitted_ftp	submitted_aspera	sample_alias	broker_name	sample_title	first_created	bam_ftp
ERR4836358	SAMEA7571401	ERS5328023	ERX4706136	PRJEB41316	9606	Homo sapiens	ILLUMINA	unspecified		PAIRED	AMPLICON	GENOMIC	PCR	74334	18652692	2020-11-13	2020-11-13	unspecified sequencing: Raw reads: ERS5328023	16S rRNA sequencing of samples from universal stool bank donors	ena-STUDY-OpenBiome-12-11-2020-22:03:30:588-393	webin-reads-ERS5328023	9621612d077e4e0ca48f0bc67316cbb5;5141491370cf7eaf8f12c44e26a71870	ftp.sra.ebi.ac.uk/vol1/fastq/ERR483/008/ERR4836358/ERR4836358_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR483/008/ERR4836358/ERR4836358_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR483/008/ERR4836358/ERR4836358_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR483/008/ERR4836358/ERR4836358_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR483/ERR4836358/sample046_S001_L001_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR483/ERR4836358/sample046_S001_L001_R2_001.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/run/ERR483/ERR4836358/sample046_S001_L001_R1_001.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/run/ERR483/ERR4836358/sample046_S001_L001_R2_001.fastq.gz	sample046		Fecal sample from stool bank donor	2020-11-13	ftp.sra.ebi.ac.uk/vol1/err/ERR483/008/ERR4836358.bam
ERR4836360	SAMEA7571403	ERS5328025	ERX4706138	PRJEB41316	9606	Homo sapiens	ILLUMINA	unspecified		PAIRED	AMPLICON	GENOMIC	PCR	56138	14087972	2020-11-13	2020-11-13	unspecified sequencing: Raw reads: ERS5328025	16S rRNA sequencing of samples from universal stool bank donors	ena-STUDY-OpenBiome-12-11-2020-22:03:30:588-393	webin-reads-ERS5328025	4002a08008af299dbc4591258ea72b06;0dc165b652eba144d21df45e226110fa	ftp.sra.ebi.ac.uk/vol1/fastq/ERR483/000/ERR4836360/ERR4836360_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR483/000/ERR4836360/ERR4836360_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR483/000/ERR4836360/ERR4836360_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR483/000/ERR4836360/ERR4836360_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR483/ERR4836360/sample048_S001_L001_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR483/ERR4836360/sample048_S001_L001_R2_001.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/run/ERR483/ERR4836360/sample048_S001_L001_R1_001.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/run/ERR483/ERR4836360/sample048_S001_L001_R2_001.fastq.gz	sample048		Fecal sample from stool bank donor	2020-11-13	ftp.sra.ebi.ac.uk/vol1/err/ERR483/000/ERR4836360.bam
ERR4836366	SAMEA7571409	ERS5328031	ERX4706144	PRJEB41316	9606	Homo sapiens	ILLUMINA	unspecified		PAIRED	AMPLICON	GENOMIC	PCR	49668	12459899	2020-11-13	2020-11-13	unspecified sequencing: Raw reads: ERS5328031	16S rRNA sequencing of samples from universal stool bank donors	ena-STUDY-OpenBiome-12-11-2020-22:03:30:588-393	webin-reads-ERS5328031	d48352c59e27074a351f1d25696c8306;eeb716e6ad4e88a360c9f60fb37c660d	ftp.sra.ebi.ac.uk/vol1/fastq/ERR483/006/ERR4836366/ERR4836366_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR483/006/ERR4836366/ERR4836366_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR483/006/ERR4836366/ERR4836366_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR483/006/ERR4836366/ERR4836366_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR483/ERR4836366/sample054_S001_L001_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR483/ERR4836366/sample054_S001_L001_R2_001.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/run/ERR483/ERR4836366/sample054_S001_L001_R1_001.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/run/ERR483/ERR4836366/sample054_S001_L001_R2_001.fastq.gz	sample054		Fecal sample from stool bank donor	2020-11-13	ftp.sra.ebi.ac.uk/vol1/err/ERR483/006/ERR4836366.bam
ERR4836370	SAMEA7571413	ERS5328035	ERX4706148	PRJEB41316	9606	Homo sapiens	ILLUMINA	unspecified		PAIRED	AMPLICON	GENOMIC	PCR	63074	15822223	2020-11-13	2020-11-13	unspecified sequencing: Raw reads: ERS5328035	16S rRNA sequencing of samples from universal stool bank donors	ena-STUDY-OpenBiome-12-11-2020-22:03:30:588-393	webin-reads-ERS5328035	3a8c22947324087584869d49e09ac428;af34a3da1bcf1bed6cca2f7bdf83f0dc	ftp.sra.ebi.ac.uk/vol1/fastq/ERR483/000/ERR4836370/ERR4836370_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR483/000/ERR4836370/ERR4836370_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR483/000/ERR4836370/ERR4836370_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR483/000/ERR4836370/ERR4836370_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR483/ERR4836370/sample058_S001_L001_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR483/ERR4836370/sample058_S001_L001_R2_001.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/run/ERR483/ERR4836370/sample058_S001_L001_R1_001.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/run/ERR483/ERR4836370/sample058_S001_L001_R2_001.fastq.gz	sample058		Fecal sample from stool bank donor	2020-11-13	ftp.sra.ebi.ac.uk/vol1/err/ERR483/000/ERR4836370.bam
ERR4836376	SAMEA7571419	ERS5328041	ERX4706154	PRJEB41316	9606	Homo sapiens	ILLUMINA	unspecified		PAIRED	AMPLICON	GENOMIC	PCR	95788	24031931	2020-11-13	2020-11-13	unspecified sequencing: Raw reads: ERS5328041	16S rRNA sequencing of samples from universal stool bank donors	ena-STUDY-OpenBiome-12-11-2020-22:03:30:588-393	webin-reads-ERS5328041	8715efa578ae80dc8d62c3ea7e46dd2c;52e1f036742dc3b4d019ac364660aed1	ftp.sra.ebi.ac.uk/vol1/fastq/ERR483/006/ERR4836376/ERR4836376_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR483/006/ERR4836376/ERR4836376_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR483/006/ERR4836376/ERR4836376_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR483/006/ERR4836376/ERR4836376_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR483/ERR4836376/sample064_S001_L001_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR483/ERR4836376/sample064_S001_L001_R2_001.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/run/ERR483/ERR4836376/sample064_S001_L001_R1_001.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/run/ERR483/ERR4836376/sample064_S001_L001_R2_001.fastq.gz	sample064		Fecal sample from stool bank donor	2020-11-13	ftp.sra.ebi.ac.uk/vol1/err/ERR483/006/ERR4836376.bam
ERR4836386	SAMEA7571429	ERS5328051	ERX4706164	PRJEB41316	9606	Homo sapiens	ILLUMINA	unspecified		PAIRED	AMPLICON	GENOMIC	PCR	48928	12270655	2020-11-13	2020-11-13	unspecified sequencing: Raw reads: ERS5328051	16S rRNA sequencing of samples from universal stool bank donors	ena-STUDY-OpenBiome-12-11-2020-22:03:30:588-393	webin-reads-ERS5328051	fe8b669d018b5230819abcba3579b099;e2073620106482c1a3281a59475ea466	ftp.sra.ebi.ac.uk/vol1/fastq/ERR483/006/ERR4836386/ERR4836386_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR483/006/ERR4836386/ERR4836386_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR483/006/ERR4836386/ERR4836386_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR483/006/ERR4836386/ERR4836386_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR483/ERR4836386/sample074_S001_L001_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR483/ERR4836386/sample074_S001_L001_R2_001.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/run/ERR483/ERR4836386/sample074_S001_L001_R1_001.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/run/ERR483/ERR4836386/sample074_S001_L001_R2_001.fastq.gz	sample074		Fecal sample from stool bank donor	2020-11-13	ftp.sra.ebi.ac.uk/vol1/err/ERR483/006/ERR4836386.bam
ERR4836387	SAMEA7571430	ERS5328052	ERX4706165	PRJEB41316	9606	Homo sapiens	ILLUMINA	unspecified		PAIRED	AMPLICON	GENOMIC	PCR	40634	10191171	2020-11-13	2020-11-13	unspecified sequencing: Raw reads: ERS5328052	16S rRNA sequencing of samples from universal stool bank donors	ena-STUDY-OpenBiome-12-11-2020-22:03:30:588-393	webin-reads-ERS5328052	f12d3f93ef109b20c10ea51b0bd09415;45fa6d6e995c52b4516a37c26610203c	ftp.sra.ebi.ac.uk/vol1/fastq/ERR483/007/ERR4836387/ERR4836387_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR483/007/ERR4836387/ERR4836387_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR483/007/ERR4836387/ERR4836387_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR483/007/ERR4836387/ERR4836387_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR483/ERR4836387/sample075_S001_L001_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR483/ERR4836387/sample075_S001_L001_R2_001.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/run/ERR483/ERR4836387/sample075_S001_L001_R1_001.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/run/ERR483/ERR4836387/sample075_S001_L001_R2_001.fastq.gz	sample075		Fecal sample from stool bank donor	2020-11-13	ftp.sra.ebi.ac.uk/vol1/err/ERR483/007/ERR4836387.bam
ERR4836395	SAMEA7571438	ERS5328060	ERX4706173	PRJEB41316	9606	Homo sapiens	ILLUMINA	unspecified		PAIRED	AMPLICON	GENOMIC	PCR	71632	17972951	2020-11-13	2020-11-13	unspecified sequencing: Raw reads: ERS5328060	16S rRNA sequencing of samples from universal stool bank donors	ena-STUDY-OpenBiome-12-11-2020-22:03:30:588-393	webin-reads-ERS5328060	80df3eb0e934ae26b03886dad6e4e564;b399a33e46a7af559bacc5b8a1582bac	ftp.sra.ebi.ac.uk/vol1/fastq/ERR483/005/ERR4836395/ERR4836395_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR483/005/ERR4836395/ERR4836395_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR483/005/ERR4836395/ERR4836395_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR483/005/ERR4836395/ERR4836395_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR483/ERR4836395/sample083_S001_L001_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR483/ERR4836395/sample083_S001_L001_R2_001.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/run/ERR483/ERR4836395/sample083_S001_L001_R1_001.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/run/ERR483/ERR4836395/sample083_S001_L001_R2_001.fastq.gz	sample083		Fecal sample from stool bank donor	2020-11-13	ftp.sra.ebi.ac.uk/vol1/err/ERR483/005/ERR4836395.bam
ERR4836396	SAMEA7571439	ERS5328061	ERX4706174	PRJEB41316	9606	Homo sapiens	ILLUMINA	unspecified		PAIRED	AMPLICON	GENOMIC	PCR	134988	33862571	2020-11-13	2020-11-13	unspecified sequencing: Raw reads: ERS5328061	16S rRNA sequencing of samples from universal stool bank donors	ena-STUDY-OpenBiome-12-11-2020-22:03:30:588-393	webin-reads-ERS5328061	bc89ef42b35e1d9da2751c4d53fc6f36;acd50d4360ed2112b09e6a5fcd5a8565	ftp.sra.ebi.ac.uk/vol1/fastq/ERR483/006/ERR4836396/ERR4836396_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR483/006/ERR4836396/ERR4836396_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR483/006/ERR4836396/ERR4836396_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR483/006/ERR4836396/ERR4836396_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR483/ERR4836396/sample084_S001_L001_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR483/ERR4836396/sample084_S001_L001_R2_001.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/run/ERR483/ERR4836396/sample084_S001_L001_R1_001.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/run/ERR483/ERR4836396/sample084_S001_L001_R2_001.fastq.gz	sample084		Fecal sample from stool bank donor	2020-11-13	ftp.sra.ebi.ac.uk/vol1/err/ERR483/006/ERR4836396.bam
ERR4836398	SAMEA7571441	ERS5328063	ERX4706176	PRJEB41316	9606	Homo sapiens	ILLUMINA	unspecified		PAIRED	AMPLICON	GENOMIC	PCR	136516	34255215	2020-11-13	2020-11-13	unspecified sequencing: Raw reads: ERS5328063	16S rRNA sequencing of samples from universal stool bank donors	ena-STUDY-OpenBiome-12-11-2020-22:03:30:588-393	webin-reads-ERS5328063	3826a966f5bcdfa40bdc8f95b399fee4;927bc86681375fff1d4f03c82e6668fc	ftp.sra.ebi.ac.uk/vol1/fastq/ERR483/008/ERR4836398/ERR4836398_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR483/008/ERR4836398/ERR4836398_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR483/008/ERR4836398/ERR4836398_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR483/008/ERR4836398/ERR4836398_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR483/ERR4836398/sample086_S001_L001_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR483/ERR4836398/sample086_S001_L001_R2_001.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/run/ERR483/ERR4836398/sample086_S001_L001_R1_001.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/run/ERR483/ERR4836398/sample086_S001_L001_R2_001.fastq.gz	sample086		Fecal sample from stool bank donor	2020-11-13	ftp.sra.ebi.ac.uk/vol1/err/ERR483/008/ERR4836398.bam
ERR4836408	SAMEA7571451	ERS5328073	ERX4706186	PRJEB41316	9606	Homo sapiens	ILLUMINA	unspecified		PAIRED	AMPLICON	GENOMIC	PCR	257076	64465366	2020-11-13	2020-11-13	unspecified sequencing: Raw reads: ERS5328073	16S rRNA sequencing of samples from universal stool bank donors	ena-STUDY-OpenBiome-12-11-2020-22:03:30:588-393	webin-reads-ERS5328073	e0bad7ffd87e748dc1c33fc5e02fec5a;8e28184484830ab14ae48d62c0c534bf	ftp.sra.ebi.ac.uk/vol1/fastq/ERR483/008/ERR4836408/ERR4836408_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR483/008/ERR4836408/ERR4836408_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR483/008/ERR4836408/ERR4836408_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR483/008/ERR4836408/ERR4836408_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR483/ERR4836408/sample096_S001_L001_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR483/ERR4836408/sample096_S001_L001_R2_001.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/run/ERR483/ERR4836408/sample096_S001_L001_R1_001.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/run/ERR483/ERR4836408/sample096_S001_L001_R2_001.fastq.gz	sample096		Fecal sample from stool bank donor	2020-11-13	ftp.sra.ebi.ac.uk/vol1/err/ERR483/008/ERR4836408.bam
ERR4836412	SAMEA7571455	ERS5328077	ERX4706190	PRJEB41316	9606	Homo sapiens	ILLUMINA	unspecified		PAIRED	AMPLICON	GENOMIC	PCR	52064	13057853	2020-11-13	2020-11-13	unspecified sequencing: Raw reads: ERS5328077	16S rRNA sequencing of samples from universal stool bank donors	ena-STUDY-OpenBiome-12-11-2020-22:03:30:588-393	webin-reads-ERS5328077	86f9398e8ebabd9f725b0f42fbc92e6d;204d024f5efaa9453fb927f718855209	ftp.sra.ebi.ac.uk/vol1/fastq/ERR483/002/ERR4836412/ERR4836412_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR483/002/ERR4836412/ERR4836412_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR483/002/ERR4836412/ERR4836412_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR483/002/ERR4836412/ERR4836412_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR483/ERR4836412/sample100_S001_L001_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR483/ERR4836412/sample100_S001_L001_R2_001.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/run/ERR483/ERR4836412/sample100_S001_L001_R1_001.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/run/ERR483/ERR4836412/sample100_S001_L001_R2_001.fastq.gz	sample100		Fecal sample from stool bank donor	2020-11-13	ftp.sra.ebi.ac.uk/vol1/err/ERR483/002/ERR4836412.bam
ERR4836413	SAMEA7571456	ERS5328078	ERX4706191	PRJEB41316	9606	Homo sapiens	ILLUMINA	unspecified		PAIRED	AMPLICON	GENOMIC	PCR	178	44631	2020-11-13	2020-11-13	unspecified sequencing: Raw reads: ERS5328078	16S rRNA sequencing of samples from universal stool bank donors	ena-STUDY-OpenBiome-12-11-2020-22:03:30:588-393	webin-reads-ERS5328078	059a5754717f9ca23c6ec0763722f989;e79dfb5b27c406f262ab43476dfb8ca9	ftp.sra.ebi.ac.uk/vol1/fastq/ERR483/003/ERR4836413/ERR4836413_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR483/003/ERR4836413/ERR4836413_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR483/003/ERR4836413/ERR4836413_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR483/003/ERR4836413/ERR4836413_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR483/ERR4836413/sample101_S001_L001_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR483/ERR4836413/sample101_S001_L001_R2_001.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/run/ERR483/ERR4836413/sample101_S001_L001_R1_001.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/run/ERR483/ERR4836413/sample101_S001_L001_R2_001.fastq.gz	sample101		Fecal sample from stool bank donor	2020-11-13	ftp.sra.ebi.ac.uk/vol1/err/ERR483/003/ERR4836413.bam
ERR4836420	SAMEA7571463	ERS5328085	ERX4706198	PRJEB41316	9606	Homo sapiens	ILLUMINA	unspecified		PAIRED	AMPLICON	GENOMIC	PCR	48822	12239201	2020-11-13	2020-11-13	unspecified sequencing: Raw reads: ERS5328085	16S rRNA sequencing of samples from universal stool bank donors	ena-STUDY-OpenBiome-12-11-2020-22:03:30:588-393	webin-reads-ERS5328085	95b7a74e1f174a08eeff16aecf0f5cf4;4ed51a96586cc8ea0c37044ae85bbad7	ftp.sra.ebi.ac.uk/vol1/fastq/ERR483/000/ERR4836420/ERR4836420_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR483/000/ERR4836420/ERR4836420_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR483/000/ERR4836420/ERR4836420_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR483/000/ERR4836420/ERR4836420_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR483/ERR4836420/sample108_S001_L001_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR483/ERR4836420/sample108_S001_L001_R2_001.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/run/ERR483/ERR4836420/sample108_S001_L001_R1_001.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/run/ERR483/ERR4836420/sample108_S001_L001_R2_001.fastq.gz	sample108		Fecal sample from stool bank donor	2020-11-13	ftp.sra.ebi.ac.uk/vol1/err/ERR483/000/ERR4836420.bam
ERR4836421	SAMEA7571464	ERS5328086	ERX4706199	PRJEB41316	9606	Homo sapiens	ILLUMINA	unspecified		PAIRED	AMPLICON	GENOMIC	PCR	41480	10399429	2020-11-13	2020-11-13	unspecified sequencing: Raw reads: ERS5328086	16S rRNA sequencing of samples from universal stool bank donors	ena-STUDY-OpenBiome-12-11-2020-22:03:30:588-393	webin-reads-ERS5328086	6ae7d4d7edb615daefb892e1dfd24040;37a19d0e422870efd22cb5f5a8c964c0	ftp.sra.ebi.ac.uk/vol1/fastq/ERR483/001/ERR4836421/ERR4836421_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR483/001/ERR4836421/ERR4836421_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR483/001/ERR4836421/ERR4836421_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR483/001/ERR4836421/ERR4836421_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR483/ERR4836421/sample109_S001_L001_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR483/ERR4836421/sample109_S001_L001_R2_001.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/run/ERR483/ERR4836421/sample109_S001_L001_R1_001.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/run/ERR483/ERR4836421/sample109_S001_L001_R2_001.fastq.gz	sample109		Fecal sample from stool bank donor	2020-11-13	ftp.sra.ebi.ac.uk/vol1/err/ERR483/001/ERR4836421.bam
ERR4836430	SAMEA7571473	ERS5328095	ERX4706208	PRJEB41316	9606	Homo sapiens	ILLUMINA	unspecified		PAIRED	AMPLICON	GENOMIC	PCR	65134	16329701	2020-11-13	2020-11-13	unspecified sequencing: Raw reads: ERS5328095	16S rRNA sequencing of samples from universal stool bank donors	ena-STUDY-OpenBiome-12-11-2020-22:03:30:588-393	webin-reads-ERS5328095	9f40ec18abb4658a066abf5c1e71bdbb;eecd32a92d61c4c23aa3b8c6128c313d	ftp.sra.ebi.ac.uk/vol1/fastq/ERR483/000/ERR4836430/ERR4836430_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR483/000/ERR4836430/ERR4836430_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR483/000/ERR4836430/ERR4836430_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR483/000/ERR4836430/ERR4836430_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR483/ERR4836430/sample118_S001_L001_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR483/ERR4836430/sample118_S001_L001_R2_001.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/run/ERR483/ERR4836430/sample118_S001_L001_R1_001.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/run/ERR483/ERR4836430/sample118_S001_L001_R2_001.fastq.gz	sample118		Fecal sample from stool bank donor	2020-11-13	ftp.sra.ebi.ac.uk/vol1/err/ERR483/000/ERR4836430.bam
ERR4836440	SAMEA7571484	ERS5328106	ERX4706218	PRJEB41316	9606	Homo sapiens	ILLUMINA	unspecified		PAIRED	AMPLICON	GENOMIC	PCR	59156	14829793	2020-11-13	2020-11-13	unspecified sequencing: Raw reads: ERS5328106	16S rRNA sequencing of samples from universal stool bank donors	ena-STUDY-OpenBiome-12-11-2020-22:03:30:588-393	webin-reads-ERS5328106	7ba6058d24f5fc0389563a8154843818;3069521615ba29bf7e6447c440fed6cb	ftp.sra.ebi.ac.uk/vol1/fastq/ERR483/000/ERR4836440/ERR4836440_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR483/000/ERR4836440/ERR4836440_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR483/000/ERR4836440/ERR4836440_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR483/000/ERR4836440/ERR4836440_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR483/ERR4836440/sample129_S001_L001_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR483/ERR4836440/sample129_S001_L001_R2_001.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/run/ERR483/ERR4836440/sample129_S001_L001_R1_001.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/run/ERR483/ERR4836440/sample129_S001_L001_R2_001.fastq.gz	sample129		Fecal sample from stool bank donor	2020-11-13	ftp.sra.ebi.ac.uk/vol1/err/ERR483/000/ERR4836440.bam
ERR4836441	SAMEA7571485	ERS5328107	ERX4706219	PRJEB41316	9606	Homo sapiens	ILLUMINA	unspecified		PAIRED	AMPLICON	GENOMIC	PCR	66504	16674001	2020-11-13	2020-11-13	unspecified sequencing: Raw reads: ERS5328107	16S rRNA sequencing of samples from universal stool bank donors	ena-STUDY-OpenBiome-12-11-2020-22:03:30:588-393	webin-reads-ERS5328107	60c40ece03dbd07112b6c059cc526b90;6a8710f07965e68b2cbefba799e5c4cf	ftp.sra.ebi.ac.uk/vol1/fastq/ERR483/001/ERR4836441/ERR4836441_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR483/001/ERR4836441/ERR4836441_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR483/001/ERR4836441/ERR4836441_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR483/001/ERR4836441/ERR4836441_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR483/ERR4836441/sample130_S001_L001_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR483/ERR4836441/sample130_S001_L001_R2_001.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/run/ERR483/ERR4836441/sample130_S001_L001_R1_001.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/run/ERR483/ERR4836441/sample130_S001_L001_R2_001.fastq.gz	sample130		Fecal sample from stool bank donor	2020-11-13	ftp.sra.ebi.ac.uk/vol1/err/ERR483/001/ERR4836441.bam
